tokens,BIO
"['Хант', 'был', 'министром', 'культуры', ',', 'СМИ', ',', 'Олимпийских', 'игр', 'и', 'спорта', 'Великобритании', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'I-EVT', 'O', 'O', 'B-LOC', 'O']"
"['«', 'Сегодня', 'днем', 'премьер-министр', 'приняла', 'отставку', 'Бориса', 'Джонсона', 'с', 'поста', 'министра', 'иностранных', 'дел', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['После', 'оправдания', 'христианки', ',', 'обвиняемой', 'в', 'богохульстве', ',', 'Пакистан', 'охватили', 'массовые', 'беспорядки', 'Крупнейшие', 'города', 'Пакистана', 'парализовали', 'протесты', 'членов', 'ультрарелигиозной', 'партии', '""', 'Техрик-э-Лабаик', 'Пакистан', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O']"
"['Закон', 'о', 'защите', 'чувств', 'верующих', 'в', 'Пакистане', 'действует', 'с', 'середины', 'XX', 'века', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Отмечается', ',', 'что', 'Мэй', 'благодарит', 'его', 'за', 'работу', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'убежден', ',', 'что', 'действия', 'нынешнего', 'премьера', 'означают', ',', 'что', 'Британия', '""', 'направилась', 'к', 'статусу', 'колонии', '""', ',', 'не', 'получив', 'ничего', 'взамен', 'от', 'единой', 'Европы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Верховный', 'суд', 'Пакистана', 'отклонил', 'апелляцию', 'на', 'оправдание', 'христианки', '29.01.2019', 'В', 'Пакистане', 'Верховный', 'суд', 'подтвердил', 'вынесенный', 'в', 'октябре', 'прошлого', 'года', 'оправдательный', 'вердикт', 'в', 'отношении', 'католички', 'Асии', 'Биби', ',', 'приговоренной', 'в', '2010', 'году', 'к', 'смертной', 'казни', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Во', 'второй', 'половине', 'дня', 'премьер-министр', '(', 'Тереза', 'Мэй', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O']"
"['Политика', '""', 'общих', 'правил', '""', 'отдает', 'ЕС', 'контроль', 'над', 'значительной', 'частью', 'нашей', 'экономики', 'и', 'определенно', 'не', 'возвращает', 'реальный', 'контроль', 'над', 'нашими', 'законами', '...', 'Конечно', ',', 'это', 'сложная', 'область', 'суждений', ',', 'и', 'возможно', ',', 'вы', 'правы', ',', 'а', 'я', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['С', 'аналогичными', 'заявлениями', 'выступили', 'президент', 'Франции', ',', 'Римский', 'Папа', 'Бенедикт', 'XVI', 'и', 'многие', 'правозащитные', 'организации', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Один', 'из', 'самых', 'радикальных', 'сторонников', 'Брекзита', 'Найджел', 'Фарадж', 'написал', 'в', 'твиттере', ':', '""', 'Браво', ',', 'Борис', 'Джонсон', '.']","['O', 'O', 'O', 'O', 'O', 'B-EVT', 'B-PER', 'I-PER', 'O', 'O', 'B-PRO', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Напомним', ',', 'сегодня', 'глава', 'МИД', 'Великобритании', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O']"
"['Скрипали', 'до', 'отставки', 'довели', ':', 'Борис', 'Джонсон', 'уходит', 'Борис', 'Джонсон', '.']","['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
"['Выход', 'из', 'состава', 'Евросоюза', 'запланирован', 'на', '2019', 'год', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['Перепечатка', ',', 'копирование', 'или', 'воспроизведение', 'информации', ',', 'содержащей', 'ссылку', 'на', 'агентства', '""', 'Интерфакс-Украина', '""', ',', 'PHL', 'и', 'Reuters', 'в', 'каком-либо', 'виде', 'строго', 'запрещено', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PRO', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Лидер', 'партии', 'автоматически', 'становится', 'премьер-министром', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'верховный', 'суд', 'Пакистана', 'вынес', 'оправдательный', 'приговор', 'Биби', ',', 'которая', 'в', '2010', 'году', 'была', 'приговорена', 'к', 'смертной', 'казни', 'за', 'богохульство', '.']","['O', 'B-ORG', 'I-ORG', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Они', 'с', 'утра', 'готовились', 'к', 'решению', 'Верховного', 'суда', 'Пакистана', 'по', 'делу', '50-летней', 'христианки', 'Асии', 'Биби', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Мулук', 'сказал', 'Reuters', 'в', 'сообщении', 'WhatsApp', ',', 'что', 'он', 'уехал', 'за', 'границу', 'просто', 'для', 'того', ',', 'чтобы', 'спасти', 'свою', 'жизнь', 'от', 'разгневанной', 'толпы', '.']","['B-PER', 'O', 'B-ORG', 'O', 'O', 'B-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'то', 'же', 'время', 'Джонсон', 'и', 'Дэвис', 'выступали', 'за', '«', 'жесткий', 'Brexit', '»', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Дело', 'Асии', 'Биби', 'вызвало', 'большой', 'резонанс', 'в', 'мире', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'по', 'этой', 'же', 'причине', 'ушел', 'в', 'отставку', 'министр', 'по', 'вопросам', 'Brexit', 'Дэвид', 'Дэвис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'B-PER', 'I-PER', 'O']"
"['В', 'провинции', 'Пенджаб', 'произошли', 'столкновения', 'с', 'полицией', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Власти', 'Пакистана', 'из-за', 'массовых', 'протестов', 'отложили', 'освобождение', 'христианки', 'Биби', '14', ':', '54,', '2', 'Ноябрь', ',', '2018', 'Власти', 'Пакистана', 'отложили', 'освобождение', 'христианки', 'Асии', 'Биби', ',', 'смертный', 'приговор', 'в', 'отношении', 'которой', 'по', 'делу', 'о', 'богохульстве', 'ранее', 'отменил', 'Верховный', 'суд', ',', 'к', 'ак', 'передает', 'агентство', 'Associated', 'Press', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['В', 'рамках', 'упомянутого', 'соглашения', 'правительство', 'Пакистана', 'также', 'должно', 'освободить', 'всех', ',', 'кто', 'был', 'арестован', 'в', 'течение', 'четырех', 'дней', 'протестов', ',', 'а', 'TLP', 'извинится', 'перед', 'всеми', ',', 'кому', 'доставили', '«', 'неудобство', '»', 'демонстрации', ',', 'организованные', 'партией', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'ряде', 'школ', 'в', 'связи', 'с', 'протестами', 'отменены', 'занятия', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Два', 'человека', ',', 'которые', 'пытались', 'помочь', 'ей', ',', 'были', 'убиты', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['При', 'это', 'сама', 'Асия', 'обвинения', 'отрицает', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
"['Материалы', 'Пресс-центра', '""', 'Информационного', 'Агентства', '""', 'ЛІГАБізнесІнформ', '""', 'основаны', 'на', 'содержании', 'пресс-конференций', ',', 'круглых', 'столов', ',', 'пресс-релизов', ',', 'и', 'могут', 'публиковаться', 'на', 'правах', 'рекламы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'достоверной', 'располагаемой', 'информации', 'издания', ',', 'господин', 'Болтон', 'проинформировал', 'о', 'намерении', 'президента', 'США', 'Дональда', 'Трампа', 'ускорить', 'заключение', 'нового', 'торгового', 'соглашения', 'с', 'Великобританией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Между', 'тем', ',', 'курс', 'фунта', 'на', 'отставку', 'Дэвиса', 'практически', 'не', 'отреагировал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['Оба', 'увольнения', 'связаны', 'с', 'обострившимися', 'в', 'последние', 'дни', 'разногласиями', 'в', 'правительстве', 'относительно', 'подхода', 'к', 'Brexit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['В', 'России', 'отреагировали', 'на', 'уход', 'Джонсона', 'Официальный', 'представитель', 'прокомментировала', 'решение', 'Бориса', 'Джонсона', 'покинуть', 'пост', 'министра', 'иностранных', 'дел', '«', 'Борис', 'Джонсон', 'подал', 'в', 'отставку', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Премьер-министр', 'Пакистана', 'Имран', 'Хан', 'в', 'телеобращении', 'к', 'народу', '31', 'октября', 'резко', 'осудил', 'протесты', 'исламистов', '.']","['O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Эту', 'позицию', 'Лондон', 'занял', ',', 'после', 'того', 'как', 'британские', 'правоохранители', 'заявили', ',', 'что', ',', 'по', 'их', 'данным', ',', 'Россия', 'стоит', 'за', 'покушением', 'на', 'бывшего', 'сотрудника', 'ГРУ', 'Сергея', 'Скрипаля', 'и', 'его', 'дочь', 'Юлию', 'с', 'использованием', 'нервно-паралитического', 'вещества', 'Новичок', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PRO', 'O']"
"['Фаворит', 'букмекеров', 'в', 'качестве', 'возможного', 'сменщика', 'нынешнего', 'премьера', ',', 'бывший', 'министр', 'иностранных', 'дел', 'Британии', 'Борис', 'Джонсон', 'намерен', 'выступить', 'с', 'альтернативным', 'докладом', ',', 'который', 'не', 'оставит', 'камня', 'на', 'камне', 'от', 'взглядов', 'главы', 'правительства', 'на', 'условия', '""', 'брекзита', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Закон', '«', 'О', 'богохульстве', '»', 'был', 'принят', 'в', 'Пакистане', 'в', '1986', 'году', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"['У', 'нее', 'возникли', 'глубокие', 'разногласия', 'с', 'министром', 'внутренним', 'дел', 'Хорстом', 'Зеехофером', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Отмечается', ',', 'что', 'Дэвис', 'ушел', 'с', 'поста', 'в', 'знак', 'несогласия', 'с', 'позицией', 'по', 'Brexit', 'премьера', 'Терезы', 'Мэй', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-PER', 'I-PER', 'O']"
"['В', 'поддержку', 'так', 'называемого', 'Брекзита', 'высказались', '52', 'процента', 'британцев', '.']","['O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'B-PER', 'O']"
"['Они', 'полагают', ',', 'что', 'в', 'этом', 'случае', 'Соединенное', 'Королевство', 'сохранит', 'зависимость', 'от', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Джонсон', 'стал', 'вторым', 'министром', ',', 'ушедшим', 'из', 'британского', 'правительства', 'за', 'последние', '24', 'часа', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"['Сотрудники', 'кампании', 'за', 'выход', 'Британии', 'из', 'ЕС', 'встречались', 'с', 'российскими', 'чиновниками', '11', 'раз', 'Сотрудники', 'кампании', 'в', 'пользу', '""', 'Брекзита', '""', 'Leave', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-ORG', 'I-ORG']"
"['Читайте', 'также', ':', 'Ислам', 'станет', 'господствующей', 'религией', 'в', '2070', 'году', 'Сторонники', 'праворадикальной', 'исламистской', 'партии', 'Tehreek-e-Labaik', 'возмутились', 'решением', 'суда', ',', 'заблокировали', 'дороги', 'в', 'крупных', 'городах', 'и', 'устроили', 'стычки', 'с', 'правоохранителями', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
